unitid,year,twoyr,fouryr,public,privnp,privfp,openadmp,longitud,latitude,efteug,eftotlt,eftotlw,efwhitt,efdetot,efdesom,upgrntn,upgrntp,pttot,age25o,fips,rucc,ctunemrate,ctwhitepct,ctblackpct,cthisppct,ctasianpct,ctnatamerpct,ctpov100pct,ctmedianinc,cthspct,ctbapct,ctlt5pct,ct5to19pct,ct20to34pct,ct35to60pct,ctgt60pct,ctlandarea,ctpopdens,ctpop,cthhu,stfips,region,stname,statepop,stunemrate,stappropfte,stbapct,stnonwpct,pctbbold,pctbbnew,wmdown
437927,2013,1,0,0,0,1,0,-121.786092,37.969344,424,49,41,10,49,19,369,72,0,23,6013,1,8.7,56.24,7.6,22.07,13.99,0.1,9.3,88.207,85.5,34.38,6.04,20.6,18.68,32.71,21.97,716,1528,1075.65,409.884,6,4,California,38332.521,10,7096,16.76,45.52,100,97.98,7.36455625255766
437936,2012,1,0,0,0,1,0,-121.776159,37.235597,662,646,546,165,646,168,492,48,0,283,6085,1,8.7,43.98,1.61,23.59,30.59,0.24,10.6,94.842,82.82,40.98,5.44,19.96,18.72,36.69,19.19,1290,1423,1811.928,661.659,6,4,California,37999.878,11.4,6743,16.25,45.07,99.98,97.34,7.14294036863635
437936,2013,1,0,0,0,1,0,-121.776159,37.235597,799,693,597,187,693,232,597,60,31,320,6085,1,8.2,43,1.6,24.9,30.27,0.23,10.6,95.066,82.86,41.06,7.25,20,18.08,35.46,19.21,1290,1443,1825.282,678.638,6,4,California,38332.521,10,7096,16.76,45.52,99.99,99.33,7.23468370577314
438036,2012,0,0,0,0,1,1,-72.705627,41.610644,69,46,18,26,46,0,57,43,1,22,9007,1,6.6,91.2,3.75,3.31,1.72,0.01,6.8,79.078,88.74,34.19,3.8,17.81,16.86,35.54,25.99,369,448,167.38,75.992,9,1,Connecticut,3591.765,9.7,7481,14.22,22.03,100,97.79,7.49079883985396
438151,2013,0,1,0,1,0,1,-111.902145,40.659626,6066,2382,1463,1455,2382,575,3005,80,0,1848,49035,1,5.8,79.24,1,16.49,2.92,0.35,13.7,63.805,86.09,26.08,9.5,24.55,21.43,30.34,14.18,742,1455,1065.838,379.564,49,4,Utah,2900.872,5.5,5007,15.03,13.44,100,99.71,7.42470403385247
438179,2013,0,1,0,0,1,1,-110.876375,32.207932,387,420,292,114,420,0,756,79,0,229,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.67901208358448
438197,2013,0,0,0,0,1,1,-84.375195,33.577006,572,406,343,40,406,0,517,71,0,243,13063,1,15.1,15.3,66.1,14.79,3.64,0.17,22.6,46.332,83.86,20.42,9.45,24.5,21.16,33.45,11.45,142,1866,265.087,108.512,13,3,Georgia,9992.167,10.3,6703,15.61,33.31,100,99.22,6.92008605018549
438212,2013,1,0,0,0,1,1,-76.235083,40.676029,3412,3544,2604,2356,3544,712,2481,79,1272,2086,42107,4,8,95.51,2.66,1.72,0.09,0.01,13,43.273,77.53,11.34,5.17,17.01,17.41,33.4,27.02,779,189,148.272,70.724,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.58,85.79,6.64201642917096
438258,2012,1,0,0,0,1,0,-122.072153,37.962649,370,346,260,155,346,121,287,50,0,154,6013,1,9,57.18,7.67,21.28,13.75,0.12,9.3,87.784,85.5,34.32,5.03,20.82,18.79,33.65,21.7,716,1506,1068.892,408.986,6,4,California,37999.878,11.4,6743,16.25,45.07,100,97.88,7.07174009476309
438258,2013,1,0,0,0,1,0,-122.072153,37.962649,367,589,466,217,589,211,354,70,77,256,6013,1,8.7,56.24,7.6,22.07,13.99,0.1,9.3,88.207,85.5,34.38,6.04,20.6,18.68,32.71,21.97,716,1528,1075.65,409.884,6,4,California,38332.521,10,7096,16.76,45.52,100,97.98,7.31435987431835
438267,2012,0,0,0,0,1,1,-73.923961,41.700589,291,442,282,204,442,0,404,63,0,257,36027,1,9.5,80.58,8.45,8.49,2.4,0.08,8.2,73.628,84.99,28.12,3.94,18.89,19.59,34.42,23.15,796,373,299.932,118.858,36,1,New York,19576.125,9.2,7508,14.38,32.97,99.95,99.47,7.89473056246427
438267,2013,0,0,0,0,1,1,-73.923961,41.700589,334,376,255,146,376,0,474,72,0,184,36027,1,8.2,79.87,8.55,9.08,2.41,0.08,8.2,74.377,84.97,28.16,4.76,18.68,19.49,33.74,23.33,796,373,300.397,117.45,36,1,New York,19651.127,8.7,7843,19.63,33.36,99.65,98.06,7.942836832048
438382,2012,0,1,0,0,1,1,-104.821001,38.913955,531,605,280,267,605,27,233,39,0,517,8041,2,9.4,81.69,4.41,12.13,1.55,0.22,13.4,62.329,91.81,31.9,5.57,22.03,20.31,34.08,18.01,2127,303,645.374,260.67,8,4,Colorado,5189.458,7.8,2806,17.45,21.41,99.77,90.98,6.65788209934608
438416,2012,0,1,0,0,1,1,-85.679375,43.019705,541,662,446,168,662,25,608,81,0,519,26081,2,9.1,81.91,8.46,8.03,1.48,0.12,16.3,53.552,84.44,26.32,5.62,22.04,20.73,33.34,18.27,847,725,610.195,253.473,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.94,96.81,6.5453944022559
438416,2013,0,1,0,0,1,1,-85.679375,43.019705,396,271,194,83,271,12,523,79,0,233,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.6697654034865
438498,2013,0,1,0,0,1,1,-77.310991,38.87479,2002,2279,1501,495,2279,514,1388,66,1847,1597,51059,1,5.1,60.27,8.15,14.96,16.51,0.1,5.9,115.427,89.22,52.97,6.87,20.14,17.4,33.92,21.66,391,2893,1115.868,426.013,51,3,Virginia,8260.405,6.6,4545,20.59,27.46,100,99.66,7.45534065210136
438504,2013,1,0,0,0,1,1,-117.576366,34.082782,4158,2466,65,528,2466,0,2141,55,0,555,6071,1,12.1,48.12,6.1,40.56,4.89,0.33,18.1,61.189,74.14,17,8.59,24.19,21.8,30.35,15.07,20057,104,2133.18,737.401,6,4,California,38332.521,10,7096,16.76,45.52,99.94,93.36,7.17444627576861
438586,2012,0,1,0,0,1,1,-84.355243,33.936128,1567,1273,715,47,1273,343,1372,84,760,607,13121,1,12,43.69,44.12,6.86,5.27,0.06,17.7,68.352,85.27,42.36,5.03,19.93,18.96,36.72,19.36,527,1855,945.379,461.037,13,3,Georgia,9915.646,11,6633,15.88,32.74,100,98.05,7.20079246297297
438586,2013,0,1,0,0,1,1,-84.355243,33.936128,1189,1003,594,27,1003,286,1024,80,663,544,13121,1,10,43.05,43.43,8.08,5.37,0.07,17.7,68.751,85.38,42.51,6.91,19.89,18.3,35.47,19.43,527,1869,958.081,475.49,13,3,Georgia,9992.167,10.3,6703,15.61,33.31,100,98,7.29423329206873
438601,2012,0,1,0,0,1,1,-80.367098,26.089678,630,389,180,16,389,132,413,67,153,241,12011,1,11.8,54.89,24.03,19.13,1.9,0.05,14.7,58.343,81.71,25.08,4.65,18.83,17.7,34.42,24.4,1210,1500,1758.159,812.513,12,3,Florida,19320.749,11.5,5199,16.38,32.99,100,99.87,7.67529014759753
438601,2013,0,1,0,0,1,1,-80.367098,26.089678,402,148,67,6,148,59,247,63,47,100,12011,1,10.3,54.31,23.88,19.85,1.9,0.05,14.7,58.728,81.76,25.15,6.36,18.84,17.26,33.32,24.21,1210,1520,1762.851,815.406,12,3,Florida,19552.86,9.7,4784,14.39,33.54,100,98.3,7.24543883987058
438610,2012,0,1,0,0,1,1,-75.4056,40.077,588,793,522,53,793,28,556,71,0,603,42029,1,7.1,86.7,4.93,5.04,3.3,0.03,6.4,92.356,88.58,41.42,5.01,21.15,18.54,33.37,21.93,751,674,513.659,200.207,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.83,7.10902630458727
438610,2013,0,1,0,0,1,1,-75.4056,40.077,534,713,489,37,713,24,540,68,0,577,42029,1,6.2,86.08,4.88,5.53,3.47,0.04,6.4,92.799,88.55,41.35,5.99,21.03,18.47,32.32,22.19,751,679,519.614,202.536,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.81,7.1812571362474
438629,2012,0,1,0,0,1,1,-80.125516,40.428485,97,113,61,49,113,7,72,55,0,89,42003,1,7.5,84.83,12.41,0.58,2.16,0.01,11.9,53.522,86.85,29.96,3.57,16.6,18.46,35.24,26.14,730,1685,1211.794,588.518,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.02,6.80169879848054
438629,2013,0,1,0,0,1,1,-80.125516,40.428485,71,37,23,18,37,3,64,57,0,34,42003,1,7.4,84.53,12.3,0.9,2.26,0.01,11.9,53.666,86.89,30.09,5.3,16.66,17.98,34.16,25.9,730,1687,1205.696,589.754,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99,6.87604100924868
438656,2013,0,0,0,0,1,1,-95.40382,29.938574,607,501,410,77,501,0,639,77,0,218,48201,1,7.4,47.39,15.54,32.1,4.76,0.2,18.7,61.237,74.11,26.91,8.77,23.19,20.22,32.85,14.97,1703,2546,4333.815,1727.382,48,3,Texas,26448.193,7.1,7259,14.73,40.01,100,97.66,6.63479131816359
438674,2013,0,0,0,0,1,1,-89.338121,31.35057,114,79,57,13,79,0,73,46,0,33,28035,3,13.8,60.64,35.32,3.72,0.29,0.02,29,37.852,78.16,20.98,8.35,20.43,22.3,32.51,16.41,466,165,76.32,34.53,28,3,Mississippi,2991.207,10.6,6162,10.64,31.46,100,82.5,6.57173916866812
438805,2013,0,0,0,0,1,1,-72.543347,42.140969,711,696,417,286,696,0,936,81,126,418,25013,2,10.8,74.5,6.53,17.92,0.96,0.09,17.1,51.59,78.34,20.2,6.06,19.75,20.13,32.38,21.67,617,757,465.189,197.067,25,1,Massachusetts,6692.824,7.8,5672,23.41,18.87,99.92,97.95,7.60087981960331
438902,2013,0,1,0,0,1,1,-81.586366,30.219885,799,604,466,150,604,183,506,77,108,443,12031,1,10.4,60.54,28.56,7.17,3.66,0.07,16.6,55.045,83.31,22.3,7.86,20.12,19.29,33.86,18.87,762,1162,890.188,411.488,12,3,Florida,19552.86,9.7,4784,14.39,33.54,100,94.23,7.11078445255507
439039,2012,0,0,0,0,1,1,-72.916091,41.383403,376,319,209,99,319,0,365,64,104,163,9009,2,11.4,73.84,10.94,12.74,2.43,0.05,11.6,66.999,82.45,27.6,4.49,18.9,19.45,34.46,22.71,605,1429,868.757,368.269,9,1,Connecticut,3591.765,9.7,7481,14.22,22.03,100,98.98,7.85243521535794
439039,2013,0,0,0,0,1,1,-72.916091,41.383403,255,205,133,70,205,0,296,69,71,101,9009,2,9,73.05,10.8,13.63,2.47,0.05,11.6,67.239,82.43,27.6,5.69,18.86,19.13,33.6,22.72,605,1426,872.756,372.72,9,1,Connecticut,3596.08,9.3,7028,21.23,22.5,100,98.98,7.88338675265737
439057,2012,0,1,0,0,1,1,-122.351734,47.613924,99,103,69,51,103,6,51,52,61,77,53033,1,6.7,72.13,5.33,7.67,14.56,0.31,12.2,75.117,89.34,39.94,4.4,17.94,18.49,38.38,20.79,2116,949,1975.322,881.934,53,4,Washington,6895.318,8.7,4790,19.59,20.13,99.98,99.97,7.08156728132167
439057,2013,0,1,0,0,1,1,-122.351734,47.613924,97,153,81,91,153,117,58,56,111,110,53033,1,6.5,70.87,5.3,8.85,14.69,0.29,12.2,75.534,89.31,39.96,6.67,18.06,17.69,36.77,20.8,2116,966,1995.462,899.759,53,4,Washington,6971.406,7.9,4849,18.04,20.57,99.98,99.97,7.22957124371469
439118,2012,1,0,0,0,1,0,-117.26856,47.676882,483,448,367,371,448,12,334,39,0,222,53063,2,9.4,94.97,0.76,2.55,1.2,0.53,14.7,51.168,89.25,25.78,4.61,19.67,20.53,34.03,21.16,1764,270,481.709,209.049,53,4,Washington,6895.318,8.7,4790,19.59,20.13,100,98.18,7.12818552592534
439118,2013,1,0,0,0,1,0,-117.268101,47.67611,479,538,448,431,538,2,526,64,0,295,53063,2,8.1,94.38,0.77,3.08,1.2,0.57,14.7,51.229,89.25,25.82,6.73,19.69,19.83,32.7,21.06,1764,272,486.509,213.019,53,4,Washington,6971.406,7.9,4849,18.04,20.57,99.97,99.54,7.44811343153701
439127,2012,1,0,0,0,1,1,-95.162819,29.523396,497,313,275,114,313,255,354,74,0,146,48201,1,9,47.86,15.92,31.22,4.79,0.21,18.7,60.924,74,26.84,6.52,23.3,20.99,34.16,15.03,1703,2497,4257.341,1678.845,48,3,Texas,26060.796,8,7475,15.86,39.53,100,91.7,6.71271784260324
439145,2012,1,0,1,0,0,1,-122.272365,47.156328,2440,3413,2104,2167,3413,0,1131,35,1939,1066,53053,1,9.8,79.8,5.75,8.07,5.86,0.52,12.3,61.814,87.09,20.24,5.15,21.25,20.01,33.75,19.84,1670,486,814.435,335.031,53,4,Washington,6895.318,8.7,4790,19.59,20.13,99.91,96.5,7.10339262485688
439163,2012,0,1,0,0,1,0,-80.340073,25.987474,3559,2920,1138,858,2920,877,2404,65,1694,2149,12011,1,11.8,54.89,24.03,19.13,1.9,0.05,14.7,58.343,81.71,25.08,4.65,18.83,17.7,34.42,24.4,1210,1500,1758.159,812.513,12,3,Florida,19320.749,11.5,5199,16.38,32.99,100,99.87,7.58635931201784
439190,2012,1,0,1,0,0,1,-122.191108,47.759958,2222,2736,1327,1648,2736,531,473,16,1290,554,53033,1,6.7,72.13,5.33,7.67,14.56,0.31,12.2,75.117,89.34,39.94,4.4,17.94,18.49,38.38,20.79,2116,949,1975.322,881.934,53,4,Washington,6895.318,8.7,4790,19.59,20.13,99.98,99.97,7.25916759018782
439190,2013,1,0,1,0,0,1,-122.191108,47.759958,2238,2821,1361,1630,2821,504,443,16,1282,577,53033,1,6.5,70.87,5.3,8.85,14.69,0.29,12.2,75.534,89.31,39.96,6.67,18.06,17.69,36.77,20.8,2116,966,1995.462,899.759,53,4,Washington,6971.406,7.9,4849,18.04,20.57,99.98,99.97,7.48229108199953
439279,2012,0,1,0,0,1,1,-90.455357,38.729304,606,699,488,111,699,17,566,72,0,544,29189,1,8.6,72.34,23.56,1.46,2.62,0.02,10.5,65.99,88.16,35.91,4.57,19.71,19.22,33.47,23.02,508,1970,994.091,438.553,29,2,Missouri,6024.522,8.6,5338,16.58,14.04,100,99.64,6.75008133938751
439279,2013,0,1,0,0,1,1,-90.466735,38.757252,467,542,374,93,542,20,528,76,0,443,29189,1,7.3,71.9,23.51,1.86,2.71,0.02,10.5,66.012,88.18,35.98,5.83,19.63,18.97,32.55,23.02,508,1972,989.208,434.992,29,2,Missouri,6044.171,7.5,5310,15.06,14.15,100,100,7.03222058055784
439288,2012,0,1,0,1,0,0,-104.905511,39.747969,1710,1618,947,768,1618,70,654,39,137,285,8031,1,7.2,64.73,8.24,24.65,2.02,0.37,21.3,52.878,77.37,32.67,5.62,17.7,18.53,38.19,19.96,153,4147,614.413,303.084,8,4,Colorado,5189.458,7.8,2806,17.45,21.41,100,98.04,6.69302295125866
439288,2013,0,1,0,1,0,0,-104.905511,39.747969,1621,1506,889,805,1506,71,558,34,133,257,8031,1,5.9,64.58,7.82,25.26,2.01,0.33,21.3,53.061,77.38,32.66,8.66,17.97,17.2,36.58,19.59,153,4245,622.59,317.232,8,4,Colorado,5268.367,7,2779,21.04,21.61,100,98.02,6.81716534915218
439297,2012,0,1,0,0,1,1,-81.654817,41.398425,381,405,282,61,405,26,350,68,0,344,39035,1,11.3,65.26,29.16,3.65,1.89,0.03,18.2,48.775,82.22,26.19,4.49,19.11,19.16,34.31,22.93,457,2769,1256.217,616.801,39,2,Ohio,11553.031,9.1,4223,16.35,13.97,100,98.26,7.03720752634871
439297,2013,0,1,0,0,1,1,-81.493691,41.466,294,333,245,47,333,28,264,65,0,290,39035,1,10.6,64.99,28.63,4.38,1.97,0.02,18.2,48.699,82.34,26.35,6.15,19.08,18.74,33.25,22.77,457,2763,1243.181,614.374,39,2,Ohio,11570.808,8.1,4523,14.7,14.17,100,98.64,6.92017555707447
439330,2012,0,1,0,0,1,0,-77.091468,38.983736,126,108,51,6,108,29,73,56,73,84,24031,1,6.7,56.53,15.55,15.1,12.71,0.11,7.5,105.512,88.92,52.93,5.16,20.03,17.7,34.59,22.51,491,2045,991.964,389.624,24,3,Maryland,5884.868,8.3,6894,14.89,35.09,100,98.32,6.9874935220074
439491,2013,0,0,0,0,1,1,-92.011131,30.18811,484,291,255,83,291,0,238,89,0,142,22055,2,5.5,70.95,25,3.23,0.78,0.04,17.8,53.003,80.08,25.22,7.78,20.94,20.49,33.45,17.34,269,859,232.337,97.525,22,3,Louisiana,4625.47,8,5515,12.32,30.18,100,96.43,8.46601400474377
439570,2013,1,0,0,0,1,1,-95.905178,36.101615,754,587,530,334,587,138,779,75,0,228,40143,2,6.6,73.82,9.45,11.24,1.69,3.8,15.8,52.844,85.36,27.03,8.13,22.06,19.02,31.92,18.87,570,1091,620.166,281.257,40,3,Oklahoma,3850.568,6.2,6955,12.59,22.46,100,95.74,8.30694828125786
439613,2013,0,1,0,1,0,1,-86.039961,39.779662,174,257,121,98,257,78,167,76,118,165,18097,1,10.6,62.99,25.48,10.05,1.4,0.08,20.8,48.117,82.89,25.87,8.85,21.57,19.1,33.38,17.11,396,2342,919.796,436.013,18,2,Indiana,6570.902,7.8,4442,13.18,13.42,100,99.55,6.96372930372016
439631,2013,0,0,0,0,1,1,-84.455909,33.455874,38,34,31,15,34,0,62,83,0,26,13113,1,6.7,69.36,21.59,5.52,3.5,0.04,6.7,85.733,92.31,37.28,3.64,21.81,20.49,30.94,23.12,194,558,109.867,40.823,13,3,Georgia,9992.167,10.3,6703,15.61,33.31,100,97.69,7.01035878735594
439686,2013,0,0,0,1,0,1,-80.314797,25.748003,230,280,249,1,280,0,385,96,58,235,12086,1,9.9,46.87,14.5,38.09,0.53,0.01,20.3,54.349,68.12,21.55,6.72,18.63,18.42,33.74,22.49,1898,1379,2557.63,1041.091,12,3,Florida,19552.86,9.7,4784,14.39,33.54,100,95.38,7.07981905690277
439701,2013,0,1,0,1,0,0,-118.45479,34.200852,191,372,165,226,372,86,129,48,221,199,6037,1,10.2,43.24,6.41,38.79,11.4,0.16,17.6,64.738,68.79,24.87,6.98,19.65,20.6,34.81,17.96,4058,2469,9928.921,3577.448,6,4,California,38332.521,10,7096,16.76,45.52,99.98,98.97,7.04632673741174
439729,2013,0,0,0,0,1,1,-81.700905,33.494068,22,17,15,12,17,0,18,50,7,6,45003,2,12.7,71.98,23.26,4.37,0.33,0.06,17.7,49.046,78.13,20.25,6.61,19.69,19.48,31.89,22.33,1071,153,164.93,74.963,45,3,South Carolina,4774.839,9.5,4797,14,27.05,99.58,34.42,6.71278907616095
439747,2013,0,0,0,0,1,1,-121.441343,38.518623,151,33,29,0,33,0,49,29,7,25,6067,1,12.3,56.21,8.69,20.66,14.15,0.28,16.7,62.721,81.81,25.11,7.95,21.7,19.51,32.33,18.51,965,1516,1468.465,567.536,6,4,California,38332.521,10,7096,16.76,45.52,100,98.3,7.39365512319426
439826,2012,1,0,0,0,1,1,-121.262813,38.623627,653,544,339,268,544,326,582,67,0,346,6067,1,14.2,57.33,8.84,19.46,14.09,0.28,16.7,62.349,81.83,25.02,5.83,21.67,20.16,33.54,18.8,965,1501,1452.318,562.471,6,4,California,37999.878,11.4,6743,16.25,45.07,100,96.86,7.11455927025541
439826,2013,1,0,0,0,1,1,-121.262813,38.623627,634,326,154,159,326,241,505,76,0,224,6067,1,12.3,56.21,8.69,20.66,14.15,0.28,16.7,62.721,81.81,25.11,7.95,21.7,19.51,32.33,18.51,965,1516,1468.465,567.536,6,4,California,38332.521,10,7096,16.76,45.52,100,98.3,7.37112983497589
439844,2012,0,0,0,0,1,1,-90.752356,29.602712,69,58,57,54,58,0,33,29,0,13,22109,3,6.4,73.63,18.81,2.8,0.47,4.28,18.3,52.973,68.65,13.18,5.67,22.2,21.52,32.72,17.88,1232,91,113.589,44.18,22,3,Louisiana,4602.134,8.8,5834,14.95,29.83,100,99.76,9.02052704324724
439844,2013,0,0,0,0,1,1,-90.752356,29.602712,61,67,65,53,67,0,24,28,0,18,22109,3,4.5,72.76,18.94,3.65,0.47,4.18,18.3,53.23,68.74,13.29,7.81,22.25,20.8,31.55,17.59,1232,92,114.11,44.327,22,3,Louisiana,4625.47,8,5515,12.32,30.18,100,99.45,8.68937202817091
439871,2013,0,0,0,0,1,1,-118.100169,33.87475,53,104,92,21,104,0,123,79,0,38,6037,1,10.2,43.24,6.41,38.79,11.4,0.16,17.6,64.738,68.79,24.87,6.98,19.65,20.6,34.81,17.96,4058,2469,9928.921,3577.448,6,4,California,38332.521,10,7096,16.76,45.52,99.98,98.97,7.06734851090056
439905,2013,0,0,0,0,1,1,-118.201182,33.931919,62,47,41,0,47,0,51,72,0,19,6037,1,10.2,43.24,6.41,38.79,11.4,0.16,17.6,64.738,68.79,24.87,6.98,19.65,20.6,34.81,17.96,4058,2469,9928.921,3577.448,6,4,California,38332.521,10,7096,16.76,45.52,99.98,98.97,7.03516041992791
439978,2013,0,0,0,1,0,1,-86.84206,33.479509,162,84,83,0,84,0,112,69,0,32,1073,1,8.6,53.39,41.49,4,1.05,0.07,18.6,53.607,82.71,26.97,7.51,20.61,19.34,33.29,19.25,1111,593,654.489,303.878,1,3,Alabama,4833.722,9.6,5507,12.73,25.18,99.89,88.78,7.2389852573238
439996,2013,0,0,0,0,1,1,-106.604888,35.11988,107,90,64,26,90,0,71,58,0,59,35001,2,7.7,57.95,1.53,36.57,1.09,2.85,16.4,53.78,82.15,27.86,7.34,20.21,19.4,32.78,20.27,1161,581,699.021,300.719,35,4,New Mexico,2085.287,9.2,8580,13.21,44.45,100,96.51,7.03743447413862
440059,2013,1,0,0,0,1,1,-84.147741,33.94948,678,542,43,136,542,0,305,60,21,340,13135,1,9.6,47.91,23.17,19.04,9.66,0.23,13.6,69.062,86.51,33.2,7.89,24.49,19.2,33.66,14.76,430,1997,871.492,314.825,13,3,Georgia,9992.167,10.3,6703,15.61,33.31,100,98.82,7.31480698477878
440077,2013,0,0,0,0,1,1,-96.632034,32.880549,93,50,48,22,50,0,76,77,0,21,48113,1,7.6,45.2,19.22,31.32,4.07,0.2,19,56.766,74.43,27.34,8.9,23.03,20.22,33.26,14.59,871,2847,2424.621,998.401,48,3,Texas,26448.193,7.1,7259,14.73,40.01,100,99.15,6.82247210305513
440086,2013,0,0,0,0,1,1,-74.612508,39.43275,332,318,285,98,318,0,344,69,74,163,34001,2,12.4,65.32,13.59,14.76,6.25,0.08,13.6,59.153,77.84,18.67,6.38,19.83,18.19,33.48,22.12,556,496,280.213,129.924,34,1,New Jersey,8899.339,9.1,5545,21.29,32.34,99.99,94.58,7.71257192108769
440101,2013,0,0,0,0,1,1,-84.562798,34.011112,179,188,175,24,188,0,211,75,54,109,13067,1,8.3,59.98,24.16,12.06,3.7,0.09,14,72.017,89,39.38,7.31,21.65,18.82,34.41,17.8,340,2112,710.77,298.994,13,3,Georgia,9992.167,10.3,6703,15.61,33.31,100,97.33,7.28949260164927
440262,2013,1,0,0,0,1,1,-73.781177,40.705278,382,276,17,36,276,0,621,81,0,145,36081,1,8.9,35.73,17.67,25.46,20.87,0.27,15.1,59.594,73.68,24.42,6.77,17.14,18.67,36.03,21.39,109,21157,2253.884,870.784,36,1,New York,19651.127,8.7,7843,19.63,33.36,100,100,7.06241927511234
440299,2013,0,1,0,0,1,1,-117.576774,34.040523,1266,962,548,137,962,505,801,77,319,487,6071,1,12.1,48.12,6.1,40.56,4.89,0.33,18.1,61.189,74.14,17,8.59,24.19,21.8,30.35,15.07,20057,104,2133.18,737.401,6,4,California,38332.521,10,7096,16.76,45.52,99.94,93.36,7.16690505814049
440323,2012,1,0,0,0,1,1,-94.159245,30.12722,604,319,284,147,319,245,401,69,0,160,48245,2,11.2,50.93,32.71,13.94,2.26,0.16,22.6,46.533,77.23,16.91,5.28,21.07,20.69,33.12,19.83,876,287,251.468,105.351,48,3,Texas,26060.796,8,7475,15.86,39.53,100,0,6.21870789809834
440332,2012,1,0,0,0,1,1,-99.474475,27.561588,507,287,224,3,287,223,353,73,0,92,48479,2,5.3,49.46,0.07,50.24,0.16,0.06,31.5,42.221,54.41,16.09,9.33,29.29,22.12,27.87,11.4,3361,77,263.543,77.484,48,3,Texas,26060.796,8,7475,15.86,39.53,99.99,0,5.45503341468384
440341,2012,0,1,0,0,1,0,-77.072631,38.895859,2033,1557,716,95,1557,264,1188,57,408,569,51013,1,4.2,71.91,6.77,12.93,8.24,0.15,7.2,104.04,87.55,61.05,3.81,12.58,16.69,43.96,22.97,26,8520,212.979,111.215,51,3,Virginia,8186.628,6.9,4352,15.46,27.09,100,99.91,7.02718809264595
440341,2013,0,1,0,0,1,1,-77.072631,38.895859,1483,1499,683,49,1499,274,859,55,384,565,51013,1,3.5,71.35,6.39,13.75,8.37,0.14,7.2,105.015,87.64,61.24,6.85,13.01,15.2,42.1,22.85,26,8660,215.934,116.053,51,3,Virginia,8260.405,6.6,4545,20.59,27.46,100,99.88,7.16780340570985
440369,2013,0,0,0,0,1,1,-83.264657,42.302712,887,666,534,201,666,0,839,76,0,314,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.8665354162954
440420,2012,0,1,0,0,1,1,-71.031606,42.227629,203,255,85,83,255,18,74,28,0,229,25021,1,8,84.99,5.31,2,7.67,0.02,6.3,88.736,90.64,43.5,4.29,19.14,17.6,35.41,23.56,396,1722,676.128,276.072,25,1,Massachusetts,6645.303,8.5,5583,13.77,18.41,100,99.75,6.98968007077278
440420,2013,0,1,0,0,1,1,-71.032601,42.22734,173,181,49,71,181,22,83,33,0,169,25021,1,6.7,84.17,5.46,2.36,7.98,0.02,6.3,89.039,90.59,43.51,5.28,19.09,17.49,34.43,23.72,396,1736,677.166,277.338,25,1,Massachusetts,6692.824,7.8,5672,23.41,18.87,100,99.51,7.06202067868331
440439,2012,0,1,0,0,1,1,-96.768683,32.91751,979,1242,730,192,1242,63,621,52,0,1102,48113,1,8.6,45.94,19.67,30.17,4.02,0.21,19,56.688,74.36,27.25,6.43,23.08,21.08,34.59,14.83,871,2816,2407.159,975.518,48,3,Texas,26060.796,8,7475,15.86,39.53,100,98.46,6.63523128715874
440439,2013,0,1,0,0,1,1,-96.768683,32.91751,961,1338,757,187,1338,74,700,56,0,1169,48113,1,7.6,45.2,19.22,31.32,4.07,0.2,19,56.766,74.43,27.34,8.9,23.03,20.22,33.26,14.59,871,2847,2424.621,998.401,48,3,Texas,26448.193,7.1,7259,14.73,40.01,100,99.15,6.87751919022832
440448,2012,0,1,0,0,1,1,-95.585115,29.783751,1792,1968,1300,253,1968,82,1373,58,0,1725,48201,1,9,47.86,15.92,31.22,4.79,0.21,18.7,60.924,74,26.84,6.52,23.3,20.99,34.16,15.03,1703,2497,4257.341,1678.845,48,3,Texas,26060.796,8,7475,15.86,39.53,100,91.7,6.61206261848272
440448,2013,0,1,0,0,1,1,-95.585115,29.783751,1409,1595,1018,189,1595,82,1195,61,0,1394,48201,1,7.4,47.39,15.54,32.1,4.76,0.2,18.7,61.237,74.11,26.91,8.77,23.19,20.22,32.85,14.97,1703,2546,4333.815,1727.382,48,3,Texas,26448.193,7.1,7259,14.73,40.01,100,97.66,6.74959339151153
