unitid,year,twoyr,fouryr,public,privnp,privfp,openadmp,longitud,latitude,efteug,eftotlt,eftotlw,efwhitt,efdetot,efdesom,upgrntn,upgrntp,pttot,age25o,fips,rucc,ctunemrate,ctwhitepct,ctblackpct,cthisppct,ctasianpct,ctnatamerpct,ctpov100pct,ctmedianinc,cthspct,ctbapct,ctlt5pct,ct5to19pct,ct20to34pct,ct35to60pct,ctgt60pct,ctlandarea,ctpopdens,ctpop,cthhu,stfips,region,stname,statepop,stunemrate,stappropfte,stbapct,stnonwpct,pctbbold,pctbbnew,wmdown
169479,2013,0,1,0,1,0,0,-85.529655,42.849713,5810,7356,4593,4417,7356,1954,4417,53,4776,4488,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.85452767898984
169503,2013,0,0,0,0,1,1,-83.146008,42.479729,278,225,215,120,225,0,168,44,0,91,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.94580737399562
169521,2013,1,0,1,0,0,1,-83.985943,43.559491,7480,10272,5634,8162,10272,2635,4960,46,6392,3614,26017,3,7.6,96.51,0.75,2.59,0.09,0.06,15.9,44.356,82.28,14.42,5.75,18.63,18.45,33.17,23.99,442,242,107.465,49.165,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,94.71,7.28952041379027
169576,2013,0,0,0,0,1,1,-83.189207,42.169965,108,76,72,49,76,0,104,73,10,51,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,7.02307748289629
169716,2012,0,1,0,1,0,0,-83.138369,42.417168,2830,2868,1866,1657,2868,0,920,31,617,653,26163,1,16.6,54.93,39.61,3.4,2.02,0.05,23.9,46.986,78.26,18.42,4.99,21.57,20.36,33.96,19.12,612,2929,1768.048,811.394,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,96.68,6.81795808729037
169716,2013,0,1,0,1,0,0,-83.138369,42.417168,2590,2888,1872,1519,2888,151,824,29,692,690,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.93178528467957
169734,2012,0,0,0,0,1,1,-83.111155,42.519182,269,234,210,102,234,0,244,92,0,152,26125,1,8.8,79.87,13.31,2.07,4.72,0.03,10.3,73.271,89.46,38.42,4.38,19.78,18.26,35.66,21.92,868,1407,1205.777,535.52,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,97.56,6.83339139486708
169761,2012,0,0,0,0,1,1,-83.216005,42.21323,227,220,202,136,220,0,174,86,0,116,26163,1,16.6,54.93,39.61,3.4,2.02,0.05,23.9,46.986,78.26,18.42,4.99,21.57,20.36,33.96,19.12,612,2929,1768.048,811.394,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,96.68,6.86647637999767
169798,2012,0,1,1,0,0,0,-83.627076,42.247936,15815,18927,10947,11963,18927,3137,8533,46,5671,5257,26161,2,8.2,78.02,12.14,2.62,7.16,0.06,13,65.081,91.95,50.05,3.77,17.78,21.74,37.73,18.98,706,497,349.185,149.127,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.9,93.14,6.77574261122816
169798,2013,0,1,1,0,0,0,-83.624499,42.245751,15871,19189,11142,12393,19189,3184,8460,45,5647,5145,26161,2,7.8,77.42,12.1,3.24,7.19,0.05,13,65.051,91.96,50.03,5.28,17.74,20.87,36.86,19.24,706,502,351.78,150.811,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.98,93.53,6.88869377461403
169947,2013,1,0,0,0,1,0,-83.738568,43.026429,79,56,4,11,56,0,75,82,0,34,26049,2,12.5,78.3,19.49,1.67,0.47,0.07,21,46.363,84.4,17.48,6.54,21.06,19.5,32.42,20.47,637,652,421.009,190.717,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,98.39,7.25987827316565
169983,2013,0,1,0,1,0,0,-83.714356,43.013112,1817,1684,307,1276,1684,67,435,25,94,70,26049,2,12.5,78.3,19.49,1.67,0.47,0.07,21,46.363,84.4,17.48,6.54,21.06,19.5,32.42,20.47,637,652,421.009,190.717,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,98.39,7.29345588994338
170000,2013,0,1,0,1,0,0,-85.692077,42.919541,371,579,304,409,579,5,272,63,141,240,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.65784586237176
170037,2012,0,1,0,1,0,0,-85.595602,42.979044,2057,2238,1335,1848,2238,0,953,45,537,854,26081,2,9.1,81.91,8.46,8.03,1.48,0.12,16.3,53.552,84.44,26.32,5.62,22.04,20.73,33.34,18.27,847,725,610.195,253.473,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.94,96.81,6.35548106537289
170037,2013,0,1,0,1,0,0,-85.595602,42.979044,2079,2200,1298,1781,2200,391,974,44,590,793,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.45657110967087
170046,2013,0,0,0,0,1,1,-85.62648,43.035183,874,576,505,322,576,0,743,75,0,353,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.68200105468722
170055,2013,1,0,1,0,0,1,-85.666571,42.966408,11296,16590,8627,11495,16590,2719,7541,43,10921,5505,26081,2,7.6,81.28,8.27,8.92,1.41,0.11,16.3,53.388,84.49,26.39,7.72,21.96,20.06,32.1,18.17,847,734,614.532,259.038,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.7,6.46777692362369
170082,2012,0,1,1,0,0,0,-85.887519,42.965208,19671,21317,12438,17904,21317,406,7904,37,2654,2286,26139,2,8,90.79,0.79,6.77,1.57,0.09,11.4,57.699,86.24,25.42,5.14,21.82,21.62,32.54,18.89,563,478,269.959,105.555,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,97.82,6.77789283973926
170082,2013,0,1,1,0,0,0,-85.887519,42.965208,19755,21235,12304,17737,21235,528,7743,36,2549,2107,26139,2,6.1,90.41,0.82,7.21,1.47,0.09,11.4,57.81,86.22,25.41,6.56,21.58,21.14,31.73,18.99,563,484,272.781,107.246,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.95,6.97386324510067
170091,2012,0,1,0,1,0,1,-84.638714,42.754249,176,183,71,119,183,0,137,62,44,40,26045,2,9.8,90.79,5.46,2.64,1.03,0.07,11,57.157,89.38,22,4.12,19.61,19.98,34.23,22.06,575,188,108.319,47.495,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.13,50.94,6.72081012445102
170091,2013,0,1,0,1,0,1,-84.638714,42.754249,145,194,74,126,194,19,139,76,51,52,26045,2,7.3,90.38,5.5,2.94,1.11,0.07,11,56.955,89.38,22.02,5.53,19.39,19.74,33.08,22.26,575,188,108.529,47.652,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.8,50.99,6.86075133284058
170240,2013,1,0,1,0,0,1,-83.238409,42.324577,12610,13836,7711,6270,13836,1817,9583,55,8825,5224,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.82196286117567
170301,2012,0,1,0,1,0,0,-86.105376,42.788052,3369,3343,2005,2875,3343,18,682,21,138,57,26139,2,8,90.79,0.79,6.77,1.57,0.09,11.4,57.699,86.24,25.42,5.14,21.82,21.62,32.54,18.89,563,478,269.959,105.555,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,97.82,6.84411129546316
170301,2013,0,1,0,1,0,0,-86.105376,42.788052,3535,3388,2044,2884,3388,32,682,20,153,52,26139,2,6.1,90.41,0.82,7.21,1.47,0.09,11.4,57.81,86.22,25.41,6.56,21.58,21.14,31.73,18.99,563,484,272.781,107.246,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.95,7.04228555483517
170444,2013,1,0,1,0,0,1,-84.403942,42.16483,4258,5665,3526,4297,5665,912,3542,56,3276,2093,26075,3,11,91.14,6.76,1.74,0.28,0.08,19.2,48.531,84.23,16.59,6.1,19.67,19.54,33.64,21.05,702,229,160.659,69.471,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,73.25,6.86188697403615
170514,2012,0,0,0,0,1,1,-85.575426,42.220356,122,106,103,90,106,0,59,45,99,23,26077,2,8.9,86.13,9.87,2.59,1.33,0.07,20,48.869,88.64,31.97,4.33,19.29,21.14,34.47,20.78,562,454,253.486,112.292,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.78,96.85,6.83577011816404
170514,2013,0,0,0,0,1,1,-85.575426,42.220356,134,84,82,76,84,0,51,37,81,26,26077,2,10.3,85.52,9.8,3.29,1.32,0.08,20,48.718,88.69,32.04,6.26,19.18,20.37,33.42,20.76,562,457,255.485,114.346,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.94,6.92485152280551
170541,2013,1,0,1,0,0,1,-85.682144,42.225948,7369,10192,5221,7479,10192,849,5190,47,6304,3784,26077,2,10.3,85.52,9.8,3.29,1.32,0.08,20,48.718,88.69,32.04,6.26,19.18,20.37,33.42,20.76,562,457,255.485,114.346,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,96.94,6.99916547074671
170550,2012,1,0,1,0,0,1,-85.177299,42.335454,4317,6002,3919,4498,6002,720,1514,25,4024,2839,26025,3,11.4,86.34,9.93,2.57,1.05,0.11,17,44.248,83.56,16.13,4.92,20.85,20.01,32.96,21.25,706,191,135.398,61.276,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.29,68.33,6.54871881878052
170550,2013,1,0,1,0,0,1,-85.177299,42.335454,4078,6123,4028,4547,6123,684,1448,24,4379,2942,26025,3,8.8,85.85,9.73,3.13,1.17,0.12,17,44.08,83.61,16.21,6.71,20.83,19.64,31.83,20.98,706,191,135.133,61.584,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.98,68.27,6.65266567493232
170611,2013,0,0,0,0,1,1,-83.405116,41.907692,230,117,115,91,117,0,163,64,29,29,26115,3,9.8,96.67,1.47,1.71,0.12,0.03,12.1,56.912,83.09,14.39,5.5,20.16,19.6,33,21.74,549,274,153.82,64.138,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,91.62,7.348113192789
170620,2013,1,0,1,0,0,1,-86.393445,42.097276,2341,4230,2570,2522,4230,403,2088,46,2928,1498,26021,3,9.6,81.65,13.88,3.38,1,0.09,17.5,45.563,81.68,19.82,6.29,19.75,18.71,31.73,23.51,568,273,155.178,78.965,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,92.21,7.17854945448969
170657,2012,1,0,1,0,0,1,-84.552201,42.739099,13576,19082,10478,13028,19082,334,8958,45,11903,7576,26065,2,11.2,80.22,10.33,5.08,4.3,0.07,20.2,50.445,88,35.2,4.02,17.68,24.57,35.93,17.8,556,507,283.162,122.259,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.98,79.88,6.79996469918324
170657,2013,1,0,1,0,0,1,-84.552201,42.739099,12822,17562,9592,12099,17562,5615,8141,44,10975,6808,26065,2,11.1,79.77,10.16,5.71,4.29,0.07,20.2,50.704,87.98,35.21,5.8,17.65,23.41,35.34,17.8,556,508,284.812,123.135,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.95,78.21,6.92376913007
170675,2013,0,1,0,1,0,0,-83.25003,42.474072,1847,3033,743,1386,3033,317,566,18,1497,455,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.93971056975943
170736,2013,0,0,0,0,1,1,-84.779388,43.604862,70,82,79,73,82,0,56,43,0,34,26073,4,10.3,92.81,1.72,1.99,1.11,2.37,32.5,39.11,86.07,26.39,5.01,15.33,27.77,35.26,16.64,573,123,72.392,29.294,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.86,96.63,6.59389823985978
170790,2013,1,0,1,0,0,1,-82.97373,42.507039,15669,23446,12407,16332,23446,3660,5454,23,15938,7476,26099,1,8.8,88,8.86,1.23,1.86,0.04,12.7,57.808,83.64,18.72,5.87,19.52,18.08,34.15,22.38,479,1784,856.565,361.531,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.55,6.91218641441778
170806,2013,0,1,0,1,0,0,-83.407306,42.386463,2516,3352,2254,2039,3352,1007,1144,36,1674,1291,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.96798388834938
170842,2013,0,1,0,1,0,0,-83.154109,42.414415,811,1041,781,148,1041,135,672,70,240,459,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.92481700273815
170967,2013,0,1,0,1,0,0,-83.144959,42.667521,893,1117,675,578,1117,449,452,39,405,379,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.95121873669143
170976,2012,0,1,1,0,0,0,-83.743132,42.276138,27287,27979,13643,18061,27979,117,4473,16,933,536,26161,2,8.2,78.02,12.14,2.62,7.16,0.06,13,65.081,91.95,50.05,3.77,17.78,21.74,37.73,18.98,706,497,349.185,149.127,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.9,93.14,6.65638417548152
170976,2013,0,1,1,0,0,0,-83.74313,42.276172,27881,28283,13876,17672,28283,141,4392,16,967,559,26161,2,7.8,77.42,12.1,3.24,7.19,0.05,13,65.051,91.96,50.03,5.28,17.74,20.87,36.86,19.24,706,502,351.78,150.811,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.98,93.53,6.75098354478459
171012,2013,1,0,0,1,0,1,-83.049558,42.333711,242,163,11,4,163,0,125,48,0,110,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.96122595327104
171100,2012,0,1,1,0,0,0,-84.473639,42.72476,35003,37354,18705,26437,37354,5643,9189,25,3158,1451,26065,2,11.2,80.22,10.33,5.08,4.3,0.07,20.2,50.445,88,35.2,4.02,17.68,24.57,35.93,17.8,556,507,283.162,122.259,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.98,79.88,6.87820126425449
171100,2013,0,1,1,0,0,0,-84.473639,42.72476,35802,37985,19063,26262,37985,5832,8916,24,3147,1358,26065,2,11.1,79.77,10.16,5.71,4.29,0.07,20.2,50.704,87.98,35.21,5.8,17.65,23.41,35.34,17.8,556,508,284.812,123.135,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.95,78.21,6.98006991104469
171137,2012,0,1,1,0,0,0,-83.231417,42.317287,5932,7328,3719,4960,7328,769,3069,43,2459,1956,26163,1,16.6,54.93,39.61,3.4,2.02,0.05,23.9,46.986,78.26,18.42,4.99,21.57,20.36,33.96,19.12,612,2929,1768.048,811.394,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,96.68,6.71041167405562
171137,2013,0,1,1,0,0,0,-83.231417,42.317287,5890,7144,3560,4931,7144,767,3002,43,2330,1765,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.82321988577427
171146,2012,0,1,1,0,0,0,-83.688474,43.018777,5613,6984,4243,4864,6984,2570,3248,47,2605,2746,26049,2,14.9,78.17,19.92,1.36,0.47,0.08,21,46.599,84.25,17.35,5.03,21.2,19.87,33.41,20.49,637,656,422.8,191.052,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,98.31,7.22852504449572
171146,2013,0,1,1,0,0,0,-83.688474,43.018777,5610,7143,4294,4862,7143,2598,3158,45,2653,2658,26049,2,12.5,78.3,19.49,1.67,0.47,0.07,21,46.363,84.4,17.48,6.54,21.06,19.5,32.42,20.47,637,652,421.009,190.717,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,98.39,7.2960403764201
171225,2013,1,0,1,0,0,1,-83.470274,41.91617,2553,3777,2160,2876,3777,468,1521,37,2464,1203,26115,3,9.8,96.67,1.47,1.71,0.12,0.03,12.1,56.912,83.09,14.39,5.5,20.16,19.6,33,21.74,549,274,153.82,64.138,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,91.62,7.45222473701423
171261,2013,0,0,0,0,1,1,-83.050543,42.506078,113,117,105,59,117,0,127,81,44,58,26099,1,8.8,88,8.86,1.23,1.86,0.04,12.7,57.808,83.64,18.72,5.87,19.52,18.08,34.15,22.38,479,1784,856.565,361.531,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.55,6.9316819171112
171298,2013,0,1,0,1,0,1,-86.196717,43.244133,3282,4005,2808,3225,4005,434,3007,67,1420,1847,26121,3,11.9,82.55,13.86,3.34,0.12,0.14,21,42.485,83.09,13.82,6.9,21,19.78,32.25,20.06,499,343,173.042,75.856,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.87,91.46,7.74423924143233
171304,2013,1,0,1,0,0,1,-86.196384,43.250329,3310,4879,2693,3680,4879,1555,2192,43,3174,1530,26121,3,11.9,82.55,13.86,3.34,0.12,0.14,21,42.485,83.09,13.82,6.9,21,19.78,32.25,20.06,499,343,173.042,75.856,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.87,91.46,7.74033828767781
171313,2013,0,0,0,0,1,1,-87.760707,42.059882,675,459,395,99,459,0,576,66,0,190,17031,1,11.1,52.21,22.92,19.63,5.14,0.09,16.8,60.385,77.08,28.88,7.36,19.88,19.62,34.37,18.77,945,5544,5158.726,2243.127,17,2,Illinois,12882.135,9.5,9439,18.37,27.34,100,99.38,7.16657627720925
171322,2013,0,0,0,0,1,1,-83.260486,42.447485,1279,1003,761,128,1003,0,1155,81,0,620,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.93772646827822
171456,2012,0,1,1,0,0,0,-87.403857,46.558037,8195,8474,4497,7347,8474,1045,3442,40,927,1515,26103,5,7.7,97.56,1.41,0.33,0.15,0.54,14.2,46.47,88.64,23.95,3.25,15.65,20.05,35.69,25.36,1808,37,67.577,34.984,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,94.72,90.03,7.42376090389962
171456,2013,0,1,1,0,0,0,-87.403857,46.558037,7912,8221,4441,6941,8221,1125,3261,38,874,1331,26103,5,9.1,97.45,1.44,0.47,0.14,0.5,14.2,46.577,88.64,23.96,5.59,15.74,19.16,34.42,25.09,1808,37,67.929,35.656,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,95.77,87.35,7.55451577135323
171483,2013,0,1,1,0,0,1,-85.581808,44.767608,3276,4724,2566,4016,4724,772,2002,41,2773,1699,26055,5,7.1,97.25,1.02,1.17,0.18,0.37,12,54.067,88.47,24.68,5.45,18.37,18.81,34.32,23.05,464,194,90.06,43.283,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,98.19,7.67687352289959
171492,2013,0,1,0,1,0,0,-84.276276,43.628996,2552,2964,1289,2045,2964,690,1015,34,1105,1304,26111,3,9.5,97.22,0.61,0.72,1.4,0.05,11.1,53.584,88.91,29.5,5.06,19.81,19.71,33.16,22.27,516,163,83.715,36.263,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.86,92.55,7.84708691525148
171535,2013,1,0,1,0,0,1,-83.430388,42.620538,18956,26405,15067,15242,26405,2160,9922,36,18347,10698,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.94739256136441
171571,2012,0,1,1,0,0,0,-83.218895,42.67255,13948,16190,9730,12394,16190,2311,5121,32,4310,3491,26125,1,8.8,79.87,13.31,2.07,4.72,0.03,10.3,73.271,89.46,38.42,4.38,19.78,18.26,35.66,21.92,868,1407,1205.777,535.52,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,97.56,6.83092544090552
171571,2013,0,1,1,0,0,0,-83.218866,42.672586,14268,16594,9774,12638,16594,2762,3293,20,4342,3419,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.9467962486488
171775,2013,0,0,0,0,1,1,-83.398624,42.700677,113,82,79,46,82,0,56,50,28,47,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.9763376109967
171988,2012,0,0,0,0,1,1,-84.605807,42.741855,180,113,107,95,113,0,135,60,0,55,26045,2,9.8,90.79,5.46,2.64,1.03,0.07,11,57.157,89.38,22,4.12,19.61,19.98,34.23,22.06,575,188,108.319,47.495,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.13,50.94,6.75001185522698
171988,2013,0,0,0,0,1,1,-84.605807,42.741855,296,151,140,117,151,0,134,55,0,74,26045,2,7.3,90.38,5.5,2.94,1.11,0.07,11,56.955,89.38,22.02,5.53,19.39,19.74,33.08,22.26,575,188,108.529,47.652,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.8,50.99,6.88409141044495
171997,2012,0,0,0,0,1,1,-83.107692,42.508189,229,222,211,139,222,0,239,84,0,103,26125,1,8.8,79.87,13.31,2.07,4.72,0.03,10.3,73.271,89.46,38.42,4.38,19.78,18.26,35.66,21.92,868,1407,1205.777,535.52,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,97.56,6.8348094182874
171997,2013,0,0,0,0,1,1,-83.107692,42.508189,570,270,253,148,270,0,256,55,0,120,26125,1,6.6,79.43,13.42,2.34,4.78,0.03,10.3,73.223,89.49,38.46,5.43,19.65,18.12,34.58,22.22,868,1419,1206.329,539.494,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.49,6.94210457089804
172015,2012,0,0,0,0,1,0,-83.749923,43.016571,341,284,259,155,284,0,292,69,0,143,26049,2,14.9,78.17,19.92,1.36,0.47,0.08,21,46.599,84.25,17.35,5.03,21.2,19.87,33.41,20.49,637,656,422.8,191.052,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,100,98.31,7.17436381659079
172015,2013,0,0,0,0,1,1,-83.749923,43.016571,713,307,286,160,307,0,345,58,0,146,26049,2,12.5,78.3,19.49,1.67,0.47,0.07,21,46.363,84.4,17.48,6.54,21.06,19.5,32.42,20.47,637,652,421.009,190.717,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,98.39,7.25270885526297
172033,2013,0,1,0,1,0,0,-83.111682,42.375248,113,264,111,174,264,0,34,13,210,215,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.92388514007213
172051,2013,0,1,1,0,0,0,-83.96434,43.55187,8153,9163,5232,6553,9163,310,3572,41,1535,1594,26017,3,7.6,96.51,0.75,2.59,0.09,0.06,15.9,44.356,82.28,14.42,5.75,18.63,18.45,33.17,23.99,442,242,107.465,49.165,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,94.71,7.28260985367345
172200,2013,1,0,1,0,0,1,-83.430958,42.419279,10867,12385,6790,8216,12385,2756,4747,38,7999,4463,26163,1,14.8,55.29,38.64,3.97,2.06,0.04,23.9,46.918,78.42,18.6,6.7,21.44,19.88,32.86,19.11,612,2900,1742.337,810.505,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,97.1,6.97246927103187
172264,2013,0,1,0,1,0,0,-84.015144,41.905952,1793,2424,1371,1800,2424,350,1011,43,1187,1205,26091,4,8.9,92.66,2.02,5.09,0.15,0.07,14.2,50.885,83.48,16.5,5.65,19.42,19.81,33.16,21.95,750,132,99.974,44.078,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.92,73.04,6.88426002200307
172291,2013,1,0,1,0,0,1,-82.428717,42.979494,3057,4324,2553,3766,4324,463,1818,40,2561,1231,26147,1,11,96.64,1.68,1.53,0.12,0.04,15.4,49.966,82.8,12.42,5.59,19.79,19.41,33.45,21.75,721,223,162.563,72.331,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.95,79.07,6.86972367801245
172334,2012,0,1,0,1,0,0,-84.551918,42.206233,2716,3058,2097,2293,3058,0,1401,45,920,1423,26075,3,11.5,91.38,6.9,1.36,0.28,0.07,19.2,48.689,84.17,16.58,4.82,19.71,19.87,34.63,20.98,702,228,160.506,69.485,26,2,Michigan,9882.519,11.3,4314,18.21,17.43,99.78,70.83,6.73958572675519
172334,2013,0,1,0,1,0,0,-84.551918,42.206233,2617,2968,2049,2175,2968,0,1373,45,962,1354,26075,3,11,91.14,6.76,1.74,0.28,0.08,19.2,48.531,84.23,16.59,6.1,19.67,19.54,33.64,21.05,702,229,160.659,69.471,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,73.25,6.91000310348708
172495,2013,0,0,0,0,1,1,-86.477623,42.072138,273,111,108,87,111,0,178,65,93,23,26021,3,9.6,81.65,13.88,3.38,1,0.09,17.5,45.563,81.68,19.82,6.29,19.75,18.71,31.73,23.51,568,273,155.178,78.965,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,100,92.21,7.17947104743825
172617,2013,1,0,1,0,0,1,-83.664928,42.263311,8452,12327,6433,7883,12327,1367,4670,37,8569,4917,26161,2,7.8,77.42,12.1,3.24,7.19,0.05,13,65.051,91.96,50.03,5.28,17.74,20.87,36.86,19.24,706,502,351.78,150.811,26,2,Michigan,9895.622,9.8,4469,14.83,17.59,99.98,93.53,6.8108909595759
