stname,stabbr,stfips,year,dropage,above16,above17,acgr,unemrate,br1517,cenreg,cenregnm,cendiv,cendivnm,citi6013,inst6013_adacope,inst6014_nom,pop2000,pop2010,pop2000sch,pop2010sch,pop2000_amerind,pop2000_asian,pop2000_black,pop2000_multrace,pop2000_nhpi,pop2000_white,pop2010_amerind,pop2010_asian,pop2010_black,pop2010_multrace,pop2010_nhpi,pop2010_white,pop2000_hisp,pop2010_hisp,medinc_current,medinc_2015,state_pov
Alabama,AL,1,2003,16,0,0,64.7,6,28.5,3,South,6,East South Central,28.70806,30.19643,46.09972,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,37255,48010,15
Alabama,AL,1,2004,16,0,0,65,5.7,28.4,3,South,6,East South Central,39.14338,41.01786,46.09972,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,36629,45961,16.9
Alabama,AL,1,2005,16,0,0,65.9,4.5,25.7,3,South,6,East South Central,40.31812,42.625,46.09972,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,37150,45088,16.7
Alabama,AL,1,2006,16,0,0,66.2,4,27.1,3,South,6,East South Central,40.31423,43.75,46.09972,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,37952,44615,14.3
Alabama,AL,1,2007,16,0,0,67.1,4,28.1,3,South,6,East South Central,47.25583,51.01997,45.21917,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,42212,48254,14.5
Alabama,AL,1,2008,16,0,0,69,5.7,25.8,3,South,6,East South Central,48.36924,52.26786,45.61985,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,44476,48962,14.3
Alabama,AL,1,2009,16,0,0,69.9,11,25.4,3,South,6,East South Central,27.26303,28.91111,42.33328,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,39980,44166,16.6
Alabama,AL,1,2010,17,1,0,71.8,10.5,22.9,3,South,6,East South Central,19.2529,20.48163,41.78271,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,40933,44499,17.2
Alabama,AL,1,2011,17,1,0,72,9.6,20.7,3,South,6,East South Central,36.02374,4.87143,20.54358,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,42590,44884,15.4
Alabama,AL,1,2012,17,1,0,75,8,18.4,3,South,6,East South Central,37.57097,8.6875,19.95599,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,43464,44869,16.2
Alabama,AL,1,2013,17,1,0,80,7.2,15.8,3,South,6,East South Central,35.78529,10.25,19.0589,4447207,4779736,766777,767016,21791,31586,1151729,34639,1078,3130563,26039,53575,1246251,58281,2023,3207965,75821,185602,47320,48150,18.5
Alaska,AK,2,2003,16,0,0,68,7.8,19.8,4,West,9,Pacific,37.05696,19.16667,35.98511,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,51837,66801,9.6
Alaska,AK,2,2004,16,0,0,67.2,7.5,17.6,4,West,9,Pacific,43.06116,23.5,35.98511,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,55063,69092,9.1
Alaska,AK,2,2005,16,0,0,64.1,6.9,17.4,4,West,9,Pacific,40.29357,13.16667,35.98511,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,55891,67833,10
Alaska,AK,2,2006,16,0,0,66.5,6.6,18.6,4,West,9,Pacific,45.08204,16.16667,35.98511,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,56418,66323,8.9
Alaska,AK,2,2007,16,0,0,69.1,6.3,16.3,4,West,9,Pacific,59.80638,35.66667,35.98511,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,62993,72010,7.6
Alaska,AK,2,2008,16,0,0,69.1,6.7,19,4,West,9,Pacific,67.10396,52.06031,39.02507,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,63989,70443,8.2
Alaska,AK,2,2009,16,0,0,72.6,7.7,18.3,4,West,9,Pacific,64.23826,46.58125,42.48138,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,61604,68054,11.7
Alaska,AK,2,2010,16,0,0,75.5,7.9,16.3,4,West,9,Pacific,50.97919,32.89375,42.48138,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,57848,62887,12.5
Alaska,AK,2,2011,16,0,0,68,7.6,13.3,4,West,9,Pacific,55.60345,40.84375,40.47055,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,57431,60525,11.7
Alaska,AK,2,2012,16,0,0,70,7.1,12.3,4,West,9,Pacific,54.5122,40.525,42.48138,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,63648,65705,10
Alaska,AK,2,2013,16,0,0,72,6.9,11,4,West,9,Pacific,60.27676,43,35.44347,626933,710231,133092,123205,96891,25156,21295,28130,3242,426367,102747,37747,22157,44664,7273,456394,25852,39249,72472,73743,9.7
Arizona,AZ,4,2003,16,0,0,75.9,5.7,36.2,4,West,8,Mountain,46.84286,56.96667,54.48121,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,41166,53050,13.5
Arizona,AZ,4,2004,16,0,0,66.8,5,36.2,4,West,8,Mountain,47.75082,58.525,54.48121,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,43846,55017,14.4
Arizona,AZ,4,2005,16,0,0,84.7,4.7,34.3,4,West,8,Mountain,46.69436,52.875,51.67358,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,45245,54912,15.2
Arizona,AZ,4,2006,16,0,0,70.5,4.2,34.9,4,West,8,Mountain,50.14946,54.21875,51.67358,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,46657,54848,14.4
Arizona,AZ,4,2007,16,0,0,69.6,3.9,33.4,4,West,8,Mountain,48.69186,56.86111,49.70591,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,47215,53973,14.3
Arizona,AZ,4,2008,16,0,0,70.7,6.2,31.6,4,West,8,Mountain,48.54311,56.00348,49.70591,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,46914,51645,18
Arizona,AZ,4,2009,16,0,0,72.5,9.9,26.8,4,West,8,Mountain,44.17938,5.64167,5.460732,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,45739,50528,21.2
Arizona,AZ,4,2010,16,0,0,74.7,10.4,22.3,4,West,8,Mountain,39.17368,4.460003,5.460732,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,46896,50981,18.8
Arizona,AZ,4,2011,16,0,0,78,9.5,18.7,4,West,8,Mountain,47.28214,4.571429,4.105812,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,48621,51240,17.2
Arizona,AZ,4,2012,16,0,0,76,8.3,18.7,4,West,8,Mountain,47.77734,9.428572,4.105812,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,47044,48564,19
Arizona,AZ,4,2013,16,0,0,75,7.7,15.3,4,West,8,Mountain,45.44423,15.3,4.510719,5130247,6392017,907800,1082405,236056,91299,152119,57614,5870,3291673,258184,172403,240946,109143,11154,3705038,1295616,1895149,52611,53533,17.8
Arkansas,AR,5,2003,16,0,0,76.6,5.9,30.4,3,South,7,West South Central,50.40571,45.4,46.88897,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,32002,41240,17.8
Arkansas,AR,5,2004,16,0,0,76.8,5.7,30.4,3,South,7,West South Central,52.62814,47.6,46.88897,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,34984,43897,15.1
Arkansas,AR,5,2005,16,0,0,75.7,5.2,28.7,3,South,7,West South Central,49.1916,43.75,46.88897,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,36658,44490,13.8
Arkansas,AR,5,2006,16,0,0,80.4,5.2,30.3,3,South,7,West South Central,49.14935,44.4,46.88897,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,37057,43563,17.7
Arkansas,AR,5,2007,16,0,0,74.4,5.3,30.5,3,South,7,West South Central,56.38674,88.1,74.58361,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,40795,46634,13.8
Arkansas,AR,5,2008,16,0,0,76.4,5.5,30.5,3,South,7,West South Central,57.63297,88.4,74.58361,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,39586,43578,15.3
Arkansas,AR,5,2009,16,0,0,74,7.8,29.2,3,South,7,West South Central,44.23417,82.9,74.58361,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,36538,40363,18.9
Arkansas,AR,5,2010,16,0,0,75,8.2,24.7,3,South,7,West South Central,32.17315,64.9,74.58361,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,38587,41948,15.3
Arkansas,AR,5,2011,16,0,0,81,8.3,23.2,3,South,7,West South Central,29.17345,57.31984,68.7664,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,41302,43527,18.7
Arkansas,AR,5,2012,16,0,0,84,7.6,21.3,3,South,7,West South Central,30.16779,55.88482,68.48528,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,39018,40279,20.1
Arkansas,AR,5,2013,16,0,0,85,7.3,18.3,3,South,7,West South Central,29.77492,39.7803,48.89912,2673293,2915918,462798,474253,16844,20291,417252,27456,1616,2102972,20294,36086,447863,44269,5640,2175716,86862,186050,39376,40066,13.9
California,CA,6,2003,18,1,1,74.1,6.8,21.5,4,West,9,Pacific,55.62488,92.51428,89.68372,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,49300,63532,13.1
California,CA,6,2004,18,1,1,73.9,6.2,21.1,4,West,9,Pacific,59.10036,52.48929,51.75283,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,49222,61763,13.2
California,CA,6,2005,18,1,1,74.6,5.4,20.9,4,West,9,Pacific,57.75771,49.59286,50.91788,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,51755,62813,13.2
California,CA,6,2006,18,1,1,69.2,4.9,21,4,West,9,Pacific,59.90655,51.70357,50.91788,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,55319,65031,12.2
California,CA,6,2007,18,1,1,70.7,5.4,21.2,4,West,9,Pacific,61.50753,51.84869,50.55545,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,55734,63712,12.7
California,CA,6,2008,18,1,1,71.2,7.3,20.7,4,West,9,Pacific,63.92805,53.36092,50.1636,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,57014,62764,14.6
California,CA,6,2009,18,1,1,71,11.2,18.9,4,West,9,Pacific,63.15417,53.29799,49.84068,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,56134,62011,15.3
California,CA,6,2010,18,1,1,78.2,12.2,16.4,4,West,9,Pacific,58.17841,49.53802,49.84068,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,54283,59011,16.3
California,CA,6,2011,18,1,1,76,11.7,14.8,4,West,9,Pacific,54.71854,92.64938,89.40877,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,53367,56242,16.9
California,CA,6,2012,18,1,1,79,10.4,13.2,4,West,9,Pacific,56.36804,89.98544,89.40877,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,57020,58863,15.9
California,CA,6,2013,18,1,1,80,8.9,11.1,4,West,9,Pacific,57.35839,88.75,87.42805,33871653,37253956,6231456,6258532,183722,3714970,2211100,628148,108807,16058359,164434,4816832,2187080,910555,132685,15028651,10966547,14013719,60794,61860,15.1
Colorado,CO,8,2003,16,0,0,76.4,6,24.7,4,West,8,Mountain,47.47132,22.43054,16.70599,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,49940,64356,9.7
Colorado,CO,8,2004,16,0,0,78.7,5.5,25.1,4,West,8,Mountain,54.65549,24.59537,16.70599,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,50886,63850,10
Colorado,CO,8,2005,16,0,0,76.7,5,23.8,4,West,8,Mountain,50.41082,37.31163,29.29824,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,50449,61228,11.4
Colorado,CO,8,2006,16,0,0,75.5,4.3,23.8,4,West,8,Mountain,49.9627,35.32943,29.29824,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,55697,65475,9.7
Colorado,CO,8,2007,16,0,0,76.6,3.7,22.7,4,West,8,Mountain,53.42242,45.71214,38.54357,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,61141,69893,9.8
Colorado,CO,8,2008,17,1,0,75.4,4.8,22.1,4,West,8,Mountain,54.17156,89.93501,78.13057,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,60943,67089,11
Colorado,CO,8,2009,17,1,0,77.6,7.3,20.2,4,West,8,Mountain,52.44956,90.32912,78.68585,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,55930,61786,12.3
Colorado,CO,8,2010,17,1,0,79.8,8.7,17.7,4,West,8,Mountain,45.87387,84.51208,78.68585,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,60233,65480,12.3
Colorado,CO,8,2011,17,1,0,74,8.4,14.4,4,West,8,Mountain,43.03939,70.8301,67.05586,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,58629,61788,13.2
Colorado,CO,8,2012,17,1,0,75,7.9,12.2,4,West,8,Mountain,46.59996,72.65699,67.05586,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,57255,59105,11.9
Colorado,CO,8,2013,17,1,0,77,6.8,11.6,4,West,8,Mountain,48.5148,77.88187,73.45787,4302086,5029196,743732,811660,29610,95214,160715,58928,3964,3217927,31604,136887,190272,96620,5749,3529377,735728,1038687,67912,69103,10.7
Connecticut,CT,9,2003,18,1,1,80.9,5.4,12.8,1,Northeast,1,New England,64.07689,57.3743,58.24686,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,54965,70832,8.1
Connecticut,CT,9,2004,18,1,1,80.7,5,12.7,1,Northeast,1,New England,75.97005,71.32569,58.24686,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,55100,69138,10.1
Connecticut,CT,9,2005,18,1,1,80.9,4.9,12.1,1,Northeast,1,New England,74.96025,69.58334,59.06821,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,56835,68979,9.3
Connecticut,CT,9,2006,18,1,1,80.9,4.3,12,1,Northeast,1,New England,78.81031,73.875,59.06821,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,62404,73359,8
Connecticut,CT,9,2007,18,1,1,81.8,4.5,11.6,1,Northeast,1,New England,83.41682,80.20833,57.6591,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,64141,73322,8.9
Connecticut,CT,9,2008,18,1,1,82.2,5.7,11.3,1,Northeast,1,New England,90.44839,87.5,57.6591,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,64682,71205,8.1
Connecticut,CT,9,2009,18,1,1,75.4,7.9,10.3,1,Northeast,1,New England,78.04955,71.24947,54.301,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,64851,71641,8.4
Connecticut,CT,9,2010,18,1,1,75.1,9.1,8.4,1,Northeast,1,New England,68.40326,61.72023,54.301,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,65998,71747,8.6
Connecticut,CT,9,2011,18,1,1,83,8.8,7.3,1,Northeast,1,New England,68.95002,90.14286,82.21781,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,65415,68939,10.1
Connecticut,CT,9,2012,18,1,1,85,8.3,7.3,1,Northeast,1,New England,67.81454,90.42857,82.21781,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,64247,66323,10.3
Connecticut,CT,9,2013,18,1,1,86,7.8,6.2,1,Northeast,1,New England,91.8518,86.16666,82.98675,3405650,3574097,571522,571587,7454,84298,303532,33337,1064,2655623,7114,136829,339654,53230,1190,2556993,320342,479087,69291,70506,10.9
Delaware,DE,10,2003,16,0,0,73,4.3,23.5,3,South,5,South Atlantic,54.93526,67.3125,65.36476,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,49019,63170,7.3
Delaware,DE,10,2004,16,0,0,72.9,4,24.5,3,South,5,South Atlantic,66.86309,78.4375,65.36476,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,48049,60291,9
Delaware,DE,10,2005,16,0,0,73.1,4.1,21.6,3,South,5,South Atlantic,60.43797,72.5625,65.36476,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,51235,62182,9.2
Delaware,DE,10,2006,16,0,0,76.3,3.6,21.7,3,South,5,South Atlantic,68.4558,78.875,65.36476,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,52438,61644,9.3
Delaware,DE,10,2007,16,0,0,71.9,3.4,21.5,3,South,5,South Atlantic,73.23121,80.23506,67.4395,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,54589,62403,9.3
Delaware,DE,10,2008,16,0,0,72.1,4.9,20.3,3,South,5,South Atlantic,81.89648,87.09847,68.73621,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,50702,55815,9.6
Delaware,DE,10,2009,16,0,0,73.7,8.3,17.6,3,South,5,South Atlantic,77.60075,90.27805,79.0622,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,52114,57570,12.3
Delaware,DE,10,2010,16,0,0,75.5,8.4,16,3,South,5,South Atlantic,71.35187,84.24146,79.0622,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,55214,60023,12.2
Delaware,DE,10,2011,16,0,0,78,7.5,14.3,3,South,5,South Atlantic,67.96955,87.16666,76.57413,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,54660,57605,13.7
Delaware,DE,10,2012,16,0,0,80,7.2,11.7,3,South,5,South Atlantic,67.97091,87.16666,76.57413,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,48972,50555,13.5
Delaware,DE,10,2013,16,0,0,80,6.7,12.3,3,South,5,South Atlantic,66.41663,85,76.57413,783559,897934,132464,138619,2375,16430,149524,8206,252,569491,2863,28827,187491,17349,260,587923,37281,73221,54091,55039,11.2
District of Columbia,DC,11,2003,18,1,1,59.6,6.8,35.2,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,45044,58047,16.8
District of Columbia,DC,11,2004,18,1,1,68.2,7.8,38.6,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,43451,54521,17
District of Columbia,DC,11,2005,18,1,1,68.8,6.4,37,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,44993,54606,21.3
District of Columbia,DC,11,2006,18,1,1,,5.8,41.4,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,48477,56987,18.3
District of Columbia,DC,11,2007,18,1,1,54.9,5.5,42.9,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,50783,58052,18
District of Columbia,DC,11,2008,18,1,1,56,6.5,43.9,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,55590,61196,16.5
District of Columbia,DC,11,2009,18,1,1,62.4,9.3,42.1,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,53141,58705,17.9
District of Columbia,DC,11,2010,18,1,1,59.9,9.4,35.7,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,56928,61887,19.5
District of Columbia,DC,11,2011,18,1,1,59,10.2,33.6,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,55251,58228,19.9
District of Columbia,DC,11,2012,18,1,1,59,9,29,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,65246,67354,18.4
District of Columbia,DC,11,2013,18,1,1,62,8.5,23.9,3,South,5,South Atlantic,,,,572086,601723,75670,62659,1317,15400,342482,6375,289,161269,1342,21151,302051,11821,220,210389,44954,54749,60057,61110,23.2
Florida,FL,12,2003,16,0,0,66.7,5.2,22.4,3,South,5,South Atlantic,43.86201,7.361111,16.74001,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,38972,50222,12.7
Florida,FL,12,2004,16,0,0,66.4,4.6,22.3,3,South,5,South Atlantic,41.48152,8.194445,16.74001,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,40535,50862,11.6
Florida,FL,12,2005,16,0,0,64.6,3.7,21.7,3,South,5,South Atlantic,46.91805,10.3421,16.83177,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,42990,52175,11.1
Florida,FL,12,2006,16,0,0,63.6,3.2,22.4,3,South,5,South Atlantic,49.36701,14.21053,16.83177,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,45676,53695,11.5
Florida,FL,12,2007,16,0,0,65,4,22.4,3,South,5,South Atlantic,55.02769,18.67647,15.95045,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,45794,52349,12.5
Florida,FL,12,2008,16,0,0,66.9,6.3,20.5,3,South,5,South Atlantic,58.417,24.88235,15.95045,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,44857,49381,13.1
Florida,FL,12,2009,16,0,0,68.9,10.4,18,3,South,5,South Atlantic,54.42359,18.40625,16.82265,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,45631,50408,14.6
Florida,FL,12,2010,16,0,0,70.8,11.1,15.5,3,South,5,South Atlantic,45.97037,9.03125,16.82265,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,44066,47904,16
Florida,FL,12,2011,16,0,0,71,10,13.7,3,South,5,South Atlantic,41.77639,6.025961,12.49154,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,45105,47535,14.9
Florida,FL,12,2012,16,0,0,75,8.5,12.4,3,South,5,South Atlantic,44.54064,10.50549,12.49154,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,46071,47560,15.3
Florida,FL,12,2013,16,0,0,76,7.3,10.8,3,South,5,South Atlantic,44.98034,8.888889,11.33699,15982571,18801310,2504096,2713830,43381,270714,2324667,143253,7455,10510229,47991,456558,2873547,262769,11111,10925528,2682872,4223806,48532,49383,14.8
Georgia,GA,13,2003,16,0,0,60.8,4.8,28.8,3,South,5,South Atlantic,39.21786,29.00867,32.72292,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,42438,54689,11.9
