stname,stabbr,stfips,year,dropage,above16,above17,acgr,unemrate,br1517,cenreg,cenregnm,cendiv,cendivnm,citi6013,inst6013_adacope,inst6014_nom,pop2000,pop2010,pop2000sch,pop2010sch,pop2000_amerind,pop2000_asian,pop2000_black,pop2000_multrace,pop2000_nhpi,pop2000_white,pop2010_amerind,pop2010_asian,pop2010_black,pop2010_multrace,pop2010_nhpi,pop2010_white,pop2000_hisp,pop2010_hisp,medinc_current,medinc_2015,state_pov
Ohio,OH,39,2005,18,1,1,80.2,5.9,19.1,2,Midwest,3,East North Central,54.73086,16.57121,23.17312,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,44203,53648,12.3
Ohio,OH,39,2006,18,1,1,79.2,5.4,19.4,2,Midwest,3,East North Central,54.90311,21.03572,22.89777,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,45900,53958,12.1
Ohio,OH,39,2007,18,1,1,78.7,5.6,19.3,2,Midwest,3,East North Central,62.06681,64.61462,57.56168,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,49099,56127,12.8
Ohio,OH,39,2008,18,1,1,79,6.4,19.2,2,Midwest,3,East North Central,62.28827,65.06317,57.56168,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,46934,51667,13.7
Ohio,OH,39,2009,18,1,1,79.6,10.3,18.2,2,Midwest,3,East North Central,54.7267,68.50034,63.11083,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,45879,50682,13.3
Ohio,OH,39,2010,18,1,1,81.4,10.3,16,2,Midwest,3,East North Central,45.7508,62.83278,63.11083,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,45886,49883,15.4
Ohio,OH,39,2011,18,1,1,80,8.8,14.4,2,Midwest,3,East North Central,48.66046,10.53001,14.01641,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,44648,47053,15.1
Ohio,OH,39,2012,18,1,1,81,7.4,13.2,2,Midwest,3,East North Central,48.54424,12.47124,14.01641,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,44375,45809,15.4
Ohio,OH,39,2013,18,1,1,82,7.5,11.6,2,Midwest,3,East North Central,49.25758,12.53846,11.85876,11353336,11536504,1977321,1863755,22360,134100,1299940,115610,2410,9561817,21117,193756,1394780,195939,3537,9372701,217099,354674,50748,51638,14.9
Oklahoma,OK,40,2003,18,1,1,76,5.5,28.3,3,South,7,West South Central,32.34192,62.59211,65.33202,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,35902,46266,12.8
Oklahoma,OK,40,2004,18,1,1,77,4.9,28.9,3,South,7,West South Central,28.27135,54.59791,65.82959,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,39614,49707,10.8
Oklahoma,OK,40,2005,18,1,1,76.9,4.5,26.8,3,South,7,West South Central,28.90653,44.36544,51.38537,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,37645,45688,15.6
Oklahoma,OK,40,2006,18,1,1,77.8,4,29.9,3,South,7,West South Central,22.55732,32.50117,51.38537,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,38838,45656,15.2
Oklahoma,OK,40,2007,18,1,1,77.8,4.1,29.9,3,South,7,West South Central,27.22509,38.97444,47.81147,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,43216,49402,13.4
Oklahoma,OK,40,2008,18,1,1,78,3.7,30.3,3,South,7,West South Central,33.84334,49.37389,47.81147,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,46111,50761,13.6
Oklahoma,OK,40,2009,18,1,1,77.3,6.4,29.4,3,South,7,West South Central,21.13183,29.39792,42.26303,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,45878,50681,12.9
Oklahoma,OK,40,2010,18,1,1,78.5,6.8,25.9,3,South,7,West South Central,17.88026,26.14931,42.26303,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,43103,46858,16.3
Oklahoma,OK,40,2011,18,1,1,,5.9,22.9,3,South,7,West South Central,21.73229,12.83333,11.08666,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,48455,51065,13.9
Oklahoma,OK,40,2012,18,1,1,,5.3,22.8,3,South,7,West South Central,13.48238,6.333333,11.08666,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,48407,49971,18
Oklahoma,OK,40,2013,18,1,1,85,5.3,20.5,3,South,7,West South Central,23.94061,10.42857,8.748428,3450451,3751351,609163,613166,266845,46955,259166,133309,2151,2562731,309172,64754,273008,189766,4052,2578592,179294,332007,46162,46971,21.2
Oregon,OR,41,2003,18,1,1,73.7,8.1,17,4,West,9,Pacific,58.01952,64.49667,65.76938,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,41638,53658,12.5
Oregon,OR,41,2004,18,1,1,74.2,7.3,16.3,4,West,9,Pacific,62.87963,68.68417,65.76938,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,40994,51438,11.8
Oregon,OR,41,2005,18,1,1,74.2,6.2,15.6,4,West,9,Pacific,62.44208,79.35,74.61814,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,44159,53594,12
Oregon,OR,41,2006,18,1,1,73,5.3,17.4,4,West,9,Pacific,61.46369,78.82,74.61814,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,47091,55358,11.8
Oregon,OR,41,2007,18,1,1,73.8,5.2,16.3,4,West,9,Pacific,71.63258,89.0875,81.13828,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,50236,57427,12.8
Oregon,OR,41,2008,18,1,1,76.7,6.5,18.1,4,West,9,Pacific,74.0672,91,81.13828,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,51727,56944,10.6
Oregon,OR,41,2009,18,1,1,76.5,11.3,15.9,4,West,9,Pacific,62.59264,94.66666,84.90182,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,49098,54238,13.4
Oregon,OR,41,2010,18,1,1,76.3,10.6,13.3,4,West,9,Pacific,53.83183,95.33334,84.90182,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,50602,55010,14.3
Oregon,OR,41,2011,18,1,1,68,9.5,11.9,4,West,9,Pacific,55.70197,74.0368,72.35201,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,51526,54302,14.4
Oregon,OR,41,2012,18,1,1,68,8.8,11.1,4,West,9,Pacific,57.28977,76.6743,72.35201,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,51775,53448,13.5
Oregon,OR,41,2013,18,1,1,69,7.9,9.7,4,West,9,Pacific,55.12305,81.625,78.4631,3421524,3831074,578464,581730,40487,102246,54446,69242,7672,2872110,42899,140593,65444,106738,12991,3012347,275321,450062,48999,49858,14
Pennsylvania,PA,42,2003,17,1,0,81.7,5.7,17.3,1,Northeast,2,Middle Atlantic,53.79531,61.77775,58.63847,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,42933,55327,10.5
Pennsylvania,PA,42,2004,17,1,0,82.2,5.4,16.4,1,Northeast,2,Middle Atlantic,54.22882,60.08928,58.12637,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,44106,55343,11.4
Pennsylvania,PA,42,2005,17,1,0,82.5,5,15.9,1,Northeast,2,Middle Atlantic,57.53421,60.11131,57.04884,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,46300,56193,11.2
Pennsylvania,PA,42,2006,17,1,0,,4.6,16.3,1,Northeast,2,Middle Atlantic,60.50166,61.59395,57.04884,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,48477,56987,11.3
Pennsylvania,PA,42,2007,17,1,0,83,4.4,16.3,1,Northeast,2,Middle Atlantic,68.58189,75.21912,60.96003,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,48437,55370,10.4
Pennsylvania,PA,42,2008,17,1,0,82.7,5.3,6.5,1,Northeast,2,Middle Atlantic,71.8254,77.6705,60.96003,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,51402,56586,11
Pennsylvania,PA,42,2009,17,1,0,80.5,8,15.2,1,Northeast,2,Middle Atlantic,62.81154,71.64455,61.69241,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,48172,53215,11.1
Pennsylvania,PA,42,2010,17,1,0,84.1,8.5,14.2,1,Northeast,2,Middle Atlantic,54.85114,64.32542,60.77243,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,48314,52522,12.2
Pennsylvania,PA,42,2011,17,1,0,83,7.9,12.9,1,Northeast,2,Middle Atlantic,50.751,17.33389,25.27934,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,49910,52599,12.6
Pennsylvania,PA,42,2012,17,1,0,84,7.8,12.1,1,Northeast,2,Middle Atlantic,48.60292,18.91489,25.27934,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,51904,53581,13.9
Pennsylvania,PA,42,2013,17,1,0,86,7.4,10.3,1,Northeast,2,Middle Atlantic,52.21729,23.31041,27.77947,12280548,12702379,2038058,1914386,15285,222777,1211597,88163,2795,10345866,17168,351461,1333432,168814,2912,10108932,394065,719660,55156,56123,11.2
Rhode Island,RI,44,2003,16,0,0,77.7,5.3,18.7,1,Northeast,1,New England,82.42435,76,73.03656,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,44711,57618,11.5
Rhode Island,RI,44,2004,16,0,0,75.9,5.2,17.1,1,Northeast,1,New England,79.75052,72.83333,73.03656,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,47935,60148,11.5
Rhode Island,RI,44,2005,16,0,0,78.4,5,16.6,1,Northeast,1,New England,83.29272,77.83333,73.03656,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,49484,60057,12.1
Rhode Island,RI,44,2006,16,0,0,77.8,4.9,17.8,1,Northeast,1,New England,88.19218,85.83333,73.03656,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,53736,63170,10.5
Rhode Island,RI,44,2007,16,0,0,78.4,5.2,17.7,1,Northeast,1,New England,86.60197,79.32449,71.63043,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,54210,61970,9.5
Rhode Island,RI,44,2008,16,0,0,76.4,7.8,17.1,1,Northeast,1,New England,84.90472,76.35927,71.63043,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,53241,58611,12.7
Rhode Island,RI,44,2009,16,0,0,75.3,11,17.5,1,Northeast,1,New England,81.69887,73.04663,72.25898,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,51634,57040,13
Rhode Island,RI,44,2010,16,0,0,76.4,11.2,13.7,1,Northeast,1,New England,78.93006,69.09863,72.25898,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,51623,56120,14
Rhode Island,RI,44,2011,16,0,0,77,11,12.6,1,Northeast,1,New England,84.49931,86.38515,78.75034,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,49033,51675,13.4
Rhode Island,RI,44,2012,18,1,1,77,10.4,10.9,1,Northeast,1,New England,79.42777,81.14249,78.75034,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,56065,57877,13.6
Rhode Island,RI,44,2013,18,1,1,80,9.3,9.3,1,Northeast,1,New England,78.0734,82.94707,78.22819,1048259,1052567,170173,154570,4501,24727,46851,11495,517,869347,4421,30588,56797,18858,617,810631,90821,130655,56323,57311,9.3
South Carolina,SC,45,2003,17,1,0,59.7,6.9,28.6,3,South,5,South Atlantic,46.20834,17.9561,14.99133,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,38479,49587,12.7
South Carolina,SC,45,2004,17,1,0,60.6,6.8,28.5,3,South,5,South Atlantic,40.77325,11.3953,13.75192,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,38691,48548,14.9
South Carolina,SC,45,2005,17,1,0,60.1,6.7,27.1,3,South,5,South Atlantic,46.18517,14.15885,11.24044,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,40230,48826,15
South Carolina,SC,45,2006,17,1,0,,6.4,28.6,3,South,5,South Atlantic,44.2202,9.491304,11.00041,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,39617,46572,11.2
South Carolina,SC,45,2007,17,1,0,58.9,5.7,27,3,South,5,South Atlantic,47.07921,10.72606,11.8405,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,44213,50542,14.1
South Carolina,SC,45,2008,17,1,0,62.2,6.8,27.1,3,South,5,South Atlantic,47.90154,10.19835,10.22295,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,42155,46406,14
South Carolina,SC,45,2009,17,1,0,66,11.2,24.1,3,South,5,South Atlantic,48.33352,10.87239,11.42307,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,41101,45404,13.7
South Carolina,SC,45,2010,17,1,0,68.2,11.2,22,3,South,5,South Atlantic,44.55014,10.24089,11.42307,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,41698,45330,16.9
South Carolina,SC,45,2011,17,1,0,74,10.6,19.2,3,South,5,South Atlantic,41.52312,8.172671,2.580879,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,40084,42243,19
South Carolina,SC,45,2012,17,1,0,75,9.2,17.2,3,South,5,South Atlantic,35.90322,8.060559,2.580879,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,44401,45836,16.7
South Carolina,SC,45,2013,17,1,0,78,7.6,14.5,3,South,5,South Atlantic,41.78074,9.4375,0,4012023,4625364,691100,719048,12954,36379,1180327,28062,1331,2657882,16740,59237,1282660,61294,2188,2967563,95088,235682,43563,44327,19.3
South Dakota,SD,46,2003,16,0,0,83,3.5,17.3,2,Midwest,4,West North Central,49.83371,14,32.49831,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,39522,50931,12.7
South Dakota,SD,46,2004,16,0,0,83.7,3.7,17,2,Midwest,4,West North Central,49.19632,16.37932,32.49831,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,41107,51580,13.5
South Dakota,SD,46,2005,16,0,0,82.3,3.8,19,2,Midwest,4,West North Central,54.88194,15.5,21.8348,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,43151,52371,11.8
South Dakota,SD,46,2006,16,0,0,84.5,3.1,18.6,2,Midwest,4,West North Central,49.60815,10,21.8348,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,45427,53402,10.7
South Dakota,SD,46,2007,16,0,0,82.5,2.8,19.6,2,Midwest,4,West North Central,53.65142,19.73572,23.35961,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,46418,53062,9.4
South Dakota,SD,46,2008,16,0,0,84.4,3.1,20.5,2,Midwest,4,West North Central,55.88549,21.78572,23.35961,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,51600,56804,13.1
South Dakota,SD,46,2009,16,0,0,81.7,4.9,18.3,2,Midwest,4,West North Central,47.12125,8.000003,21.8348,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,45826,50624,14.1
South Dakota,SD,46,2010,18,1,1,81.8,5,15,2,Midwest,4,West North Central,38.75432,3.500002,21.8348,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,45352,49302,13.6
South Dakota,SD,46,2011,18,1,1,83,4.7,15.2,2,Midwest,4,West North Central,46.2277,7.75,22.85037,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,47223,49767,14.5
South Dakota,SD,46,2012,18,1,1,83,4.3,16.4,2,Midwest,4,West North Central,46.6151,9.75,22.85037,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,49415,51012,12.8
South Dakota,SD,46,2013,18,1,1,83,3.8,13.2,2,Midwest,4,West North Central,44.17757,10.25,22.85037,754858,814180,141289,131519,61064,4375,4766,8156,219,665372,69544,7638,10063,14455,318,690043,10906,22119,53413,54350,13.3
Tennessee,TN,47,2003,17,1,0,63.4,5.6,27.6,3,South,6,East South Central,44.52997,75.00546,68.96326,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,37523,48355,14
Tennessee,TN,47,2004,17,1,0,66.1,5.3,26,3,South,6,East South Central,40.49794,67.11273,68.96326,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,38072,47772,15.9
Tennessee,TN,47,2005,17,1,0,68.5,5.6,26.7,3,South,6,East South Central,42.75021,60.56313,61.68814,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,39406,47826,14.9
Tennessee,TN,47,2006,17,1,0,70.6,5.2,26.9,3,South,6,East South Central,37.72678,50.83716,60.71787,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,40693,47837,14.9
Tennessee,TN,47,2007,17,1,0,72.6,4.7,26.4,3,South,6,East South Central,52.05716,71.99453,61.81205,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,41195,47092,14.8
Tennessee,TN,47,2008,17,1,0,74.9,6.6,26.2,3,South,6,East South Central,47.78051,72.79635,64.34877,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,39702,43706,15
Tennessee,TN,47,2009,17,1,0,77.4,10.5,23.5,3,South,6,East South Central,44.10201,56.23818,52.20697,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,40517,44759,16.5
Tennessee,TN,47,2010,17,1,0,80.4,9.7,20,3,South,6,East South Central,32.06427,45.51303,51.56709,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,38591,41953,16.7
Tennessee,TN,47,2011,17,1,0,86,9,18.5,3,South,6,East South Central,34.11195,6.418231,11.13216,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,42279,44557,16.3
Tennessee,TN,47,2012,17,1,0,87,7.8,17.3,3,South,6,East South Central,37.82815,11.22222,10.68607,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,42995,44384,18.6
Tennessee,TN,47,2013,17,1,0,86,7.8,15.1,3,South,6,East South Central,37.73753,11.94444,10.68607,5689427,6346105,947045,1006588,14041,57320,931274,45673,1883,4515408,16450,91576,1052015,86489,2835,4806681,123828,290059,43361,44121,15.5
Texas,TX,48,2003,18,1,1,75.5,6.7,37,3,South,7,West South Central,44.03153,8.938825,11.18412,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,39271,50608,17
Texas,TX,48,2004,18,1,1,76.7,5.9,36.6,3,South,7,West South Central,43.35345,8.667362,11.18412,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,41397,51944,16.5
Texas,TX,48,2005,18,1,1,74,5.4,35.4,3,South,7,West South Central,47.05811,10.8615,10.36111,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,41422,50272,16.2
Texas,TX,48,2006,18,1,1,72.5,4.9,35.3,3,South,7,West South Central,46.56583,11.21172,10.07278,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,43307,50910,16.4
Texas,TX,48,2007,18,1,1,71.9,4.3,35.4,3,South,7,West South Central,49.1095,13.23821,13.00839,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,46053,52645,16.5
Texas,TX,48,2008,18,1,1,73.1,4.8,35,3,South,7,West South Central,47.69153,14.91744,13.99159,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,46490,51179,15.9
Texas,TX,48,2009,18,1,1,75.4,7.6,32.8,3,South,7,West South Central,45.18295,13.82298,15.66386,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,47475,52445,17.3
Texas,TX,48,2010,18,1,1,78.9,8.1,29.3,3,South,7,West South Central,37.84212,8.756567,15.16919,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,47266,51383,18.4
Texas,TX,48,2011,18,1,1,86,7.8,25.6,3,South,7,West South Central,36.81831,3.44,8.660797,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,49047,51689,17.4
Texas,TX,48,2012,18,1,1,88,6.7,23.4,3,South,7,West South Central,38.05974,8.78,8.660797,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,51926,53604,17
Texas,TX,48,2013,18,1,1,88,6.2,21.1,3,South,7,West South Central,39.77549,7.865385,6.972298,20851028,25145561,3938508,4549897,70405,567526,2378426,167585,11228,10986225,81396,960543,2899884,295700,18479,11428638,6669633,9460921,51406,52307,16.9
Utah,UT,49,2003,17,1,0,80.2,5.6,15.7,4,West,8,Mountain,29.43313,5.25,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,49275,63499,9.1
Utah,UT,49,2004,17,1,0,83,5,14.6,4,West,8,Mountain,30.39461,10.5,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,50871,63832,10.1
Utah,UT,49,2005,17,1,0,84.4,4.1,15.4,4,West,8,Mountain,31.59181,10.125,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,54813,66525,9.2
Utah,UT,49,2006,17,1,0,78.6,3,16.2,4,West,8,Mountain,27.57583,13,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,54628,64218,9.3
Utah,UT,49,2007,17,1,0,76.6,2.6,18.5,4,West,8,Mountain,40.46585,16,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,53529,61191,9.6
Utah,UT,49,2008,17,1,0,74.3,3.6,18.2,4,West,8,Mountain,28.39763,7.875,16.04604,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,62537,68844,7.6
Utah,UT,49,2009,17,1,0,79.4,7.3,16,4,West,8,Mountain,28.13096,9.125,13.78639,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,58491,64615,9.7
Utah,UT,49,2010,17,1,0,78.6,7.8,14,4,West,8,Mountain,27.02213,6.125,13.78639,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,56701,61640,10
Utah,UT,49,2011,17,1,0,76,6.7,11.1,4,West,8,Mountain,28.01155,12.875,4.519295,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,55493,58483,11
Utah,UT,49,2012,17,1,0,80,5.4,10.3,4,West,8,Mountain,16.96057,5.875,4.519295,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,58341,60226,11
Utah,UT,49,2013,17,1,0,83,4.6,8.6,4,West,8,Mountain,20.97919,10.7,6.316856,2233183,2763885,470277,555577,26891,37531,16578,24876,15230,1910519,27228,54794,26328,46649,24183,2226363,201558,358340,61047,62117,12.2
Vermont,VT,50,2003,16,0,0,83.6,4.3,6.6,1,Northeast,1,New England,81.45126,75.89606,67.40514,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,43261,55749,8.5
